source,product,data_type,sink_temp,source_temp,0
air,AWK 47 EVI,Heating capacity,35,19,71.72
air,AWK 47 EVI,Heating capacity,35,20,72.55
air,AWK 47 EVI,Heating capacity,45,-20,30.04
air,AWK 47 EVI,Heating capacity,45,-19,30.72
air,AWK 47 EVI,Heating capacity,45,-18,31.4
air,AWK 47 EVI,Heating capacity,45,-17,32.08
air,AWK 47 EVI,Heating capacity,45,-16,32.77
air,AWK 47 EVI,Heating capacity,45,-15,34.05
air,AWK 47 EVI,Heating capacity,45,-14,34.79
air,AWK 47 EVI,Heating capacity,45,-13,35.53
air,AWK 47 EVI,Heating capacity,45,-12,36.26
air,AWK 47 EVI,Heating capacity,45,-11,37.0
air,AWK 47 EVI,Heating capacity,45,-10,37.74
air,AWK 47 EVI,Heating capacity,45,-9,38.48
air,AWK 47 EVI,Heating capacity,45,-8,39.21
air,AWK 47 EVI,Heating capacity,45,-7,40.61
air,AWK 47 EVI,Heating capacity,45,-6,41.21
air,AWK 47 EVI,Heating capacity,45,-5,41.81
air,AWK 47 EVI,Heating capacity,45,-4,42.42
air,AWK 47 EVI,Heating capacity,45,-3,43.02
air,AWK 47 EVI,Heating capacity,45,-2,43.62
air,AWK 47 EVI,Heating capacity,45,-1,44.23
air,AWK 47 EVI,Heating capacity,45,0,44.83
air,AWK 47 EVI,Heating capacity,45,1,45.93
air,AWK 47 EVI,Heating capacity,45,2,47.04
air,AWK 47 EVI,Heating capacity,45,3,48.52
air,AWK 47 EVI,Heating capacity,45,4,50.11
air,AWK 47 EVI,Heating capacity,45,5,51.84
air,AWK 47 EVI,Heating capacity,45,6,53.29
air,AWK 47 EVI,Heating capacity,45,7,55.12
air,AWK 47 EVI,Heating capacity,45,8,57.79
air,AWK 47 EVI,Heating capacity,45,9,60.68
air,AWK 47 EVI,Heating capacity,45,10,63.54
air,AWK 47 EVI,Heating capacity,45,11,64.26
air,AWK 47 EVI,Heating capacity,45,12,64.99
air,AWK 47 EVI,Heating capacity,45,13,66.42
air,AWK 47 EVI,Heating capacity,45,14,67.41
air,AWK 47 EVI,Heating capacity,45,15,68.29
air,AWK 47 EVI,Heating capacity,45,16,68.88
air,AWK 47 EVI,Heating capacity,45,17,69.84
air,AWK 47 EVI,Heating capacity,45,18,70.62
air,AWK 47 EVI,Heating capacity,45,19,71.39
air,AWK 47 EVI,Heating capacity,45,20,72.76
air,AWK 47 EVI,Heating capacity,55,-20,31.03
air,AWK 47 EVI,Heating capacity,55,-19,31.66
air,AWK 47 EVI,Heating capacity,55,-18,32.29
air,AWK 47 EVI,Heating capacity,55,-17,32.93
air,AWK 47 EVI,Heating capacity,55,-16,33.56
air,AWK 47 EVI,Heating capacity,55,-15,34.77
air,AWK 47 EVI,Heating capacity,55,-14,35.46
air,AWK 47 EVI,Heating capacity,55,-13,36.16
air,AWK 47 EVI,Heating capacity,55,-12,36.85
air,AWK 47 EVI,Heating capacity,55,-11,37.54
air,AWK 47 EVI,Heating capacity,55,-10,38.23
air,AWK 47 EVI,Heating capacity,55,-9,38.93
air,AWK 47 EVI,Heating capacity,55,-8,39.62
air,AWK 47 EVI,Heating capacity,55,-7,40.95
air,AWK 47 EVI,Heating capacity,55,-6,41.58
air,AWK 47 EVI,Heating capacity,55,-5,42.21
air,AWK 47 EVI,Heating capacity,55,-4,42.84
air,AWK 47 EVI,Heating capacity,55,-3,43.47
air,AWK 47 EVI,Heating capacity,55,-2,44.1
air,AWK 47 EVI,Heating capacity,55,-1,44.73
air,AWK 47 EVI,Heating capacity,55,0,45.36
air,AWK 47 EVI,Heating capacity,55,1,46.49
air,AWK 47 EVI,Heating capacity,55,2,47.59
air,AWK 47 EVI,Heating capacity,55,3,49.18
air,AWK 47 EVI,Heating capacity,55,4,50.88
air,AWK 47 EVI,Heating capacity,55,5,52.73
air,AWK 47 EVI,Heating capacity,55,6,54.29
air,AWK 47 EVI,Heating capacity,55,7,56.13
air,AWK 47 EVI,Heating capacity,55,8,58.78
air,AWK 47 EVI,Heating capacity,55,9,61.64
air,AWK 47 EVI,Heating capacity,55,10,64.47
air,AWK 47 EVI,Heating capacity,55,11,65.16
air,AWK 47 EVI,Heating capacity,55,12,65.93
air,AWK 47 EVI,Heating capacity,55,13,67.39
air,AWK 47 EVI,Heating capacity,55,14,68.41
air,AWK 47 EVI,Heating capacity,55,15,69.3
air,AWK 47 EVI,Heating capacity,55,16,69.87
air,AWK 47 EVI,Heating capacity,55,17,70.82
air,AWK 47 EVI,Heating capacity,55,18,71.58
air,AWK 47 EVI,Heating capacity,55,19,72.34
air,AWK 47 EVI,Heating capacity,55,20,73.1
air,AWK 47 EVI,Heating capacity,65,-20,31.62
air,AWK 47 EVI,Heating capacity,65,-19,32.21
air,AWK 47 EVI,Heating capacity,65,-18,32.79
air,AWK 47 EVI,Heating capacity,65,-17,33.37
air,AWK 47 EVI,Heating capacity,65,-16,33.95
air,AWK 47 EVI,Heating capacity,65,-15,35.11
air,AWK 47 EVI,Heating capacity,65,-14,35.75
air,AWK 47 EVI,Heating capacity,65,-13,36.39
air,AWK 47 EVI,Heating capacity,65,-12,37.03
air,AWK 47 EVI,Heating capacity,65,-11,37.67
air,AWK 47 EVI,Heating capacity,65,-10,38.31
air,AWK 47 EVI,Heating capacity,65,-9,39.04
air,AWK 47 EVI,Heating capacity,65,-8,39.78
air,AWK 47 EVI,Heating capacity,65,-7,41.24
air,AWK 47 EVI,Heating capacity,65,-6,41.91
air,AWK 47 EVI,Heating capacity,65,-5,42.58
air,AWK 47 EVI,Heating capacity,65,-4,43.25
air,AWK 47 EVI,Heating capacity,65,-3,43.92
air,AWK 47 EVI,Heating capacity,65,-2,44.59
air,AWK 47 EVI,Heating capacity,65,-1,45.26
air,AWK 47 EVI,Heating capacity,65,0,45.93
air,AWK 47 EVI,Heating capacity,65,1,47.1
air,AWK 47 EVI,Heating capacity,65,2,48.1
air,AWK 47 EVI,Heating capacity,65,3,49.64
air,AWK 47 EVI,Heating capacity,65,4,51.3
air,AWK 47 EVI,Heating capacity,65,5,53.1
air,AWK 47 EVI,Heating capacity,65,6,54.61
air,AWK 47 EVI,Heating capacity,65,7,56.34
air,AWK 47 EVI,Heating capacity,65,8,58.99
air,AWK 47 EVI,Heating capacity,65,9,61.85
air,AWK 47 EVI,Heating capacity,65,10,64.68
air,AWK 47 EVI,Heating capacity,65,11,65.34
air,AWK 47 EVI,Heating capacity,65,12,66.08
air,AWK 47 EVI,Heating capacity,65,13,67.52
air,AWK 47 EVI,Heating capacity,65,14,68.51
air,AWK 47 EVI,Heating capacity,65,15,69.31
air,AWK 47 EVI,Heating capacity,65,16,69.89
air,AWK 47 EVI,Heating capacity,65,17,70.86
air,AWK 47 EVI,Heating capacity,65,18,71.63
air,AWK 47 EVI,Heating capacity,65,19,72.41
air,AWK 47 EVI,Heating capacity,65,20,73.18
air,AWK 47 EVI,Power input,35,-20,11.62
air,AWK 47 EVI,Power input,35,-19,11.65
air,AWK 47 EVI,Power input,35,-18,11.63
air,AWK 47 EVI,Power input,35,-17,11.66
air,AWK 47 EVI,Power input,35,-16,11.68
air,AWK 47 EVI,Power input,35,-15,11.72
air,AWK 47 EVI,Power input,35,-14,11.74
air,AWK 47 EVI,Power input,35,-13,11.75
air,AWK 47 EVI,Power input,35,-12,11.77
air,AWK 47 EVI,Power input,35,-11,11.78
air,AWK 47 EVI,Power input,35,-10,11.79
air,AWK 47 EVI,Power input,35,-9,11.81
air,AWK 47 EVI,Power input,35,-8,11.82
air,AWK 47 EVI,Power input,35,-7,11.8
air,AWK 47 EVI,Power input,35,-6,11.7
air,AWK 47 EVI,Power input,35,-5,11.61
air,AWK 47 EVI,Power input,35,-4,11.52
air,AWK 47 EVI,Power input,35,-3,11.44
air,AWK 47 EVI,Power input,35,-2,11.37
air,AWK 47 EVI,Power input,35,-1,11.27
air,AWK 47 EVI,Power input,35,0,11.21
air,AWK 47 EVI,Power input,35,1,11.16
air,AWK 47 EVI,Power input,35,2,11.12
air,AWK 47 EVI,Power input,35,3,10.88
air,AWK 47 EVI,Power input,35,4,10.66
air,AWK 47 EVI,Power input,35,5,10.42
air,AWK 47 EVI,Power input,35,6,10.22
air,AWK 47 EVI,Power input,35,7,10.03
air,AWK 47 EVI,Power input,35,8,10.35
air,AWK 47 EVI,Power input,35,9,10.48
air,AWK 47 EVI,Power input,35,10,10.72
air,AWK 47 EVI,Power input,35,11,10.63
air,AWK 47 EVI,Power input,35,12,10.57
air,AWK 47 EVI,Power input,35,13,10.48
air,AWK 47 EVI,Power input,35,14,10.4
air,AWK 47 EVI,Power input,35,15,10.35
air,AWK 47 EVI,Power input,35,16,10.27
air,AWK 47 EVI,Power input,35,17,10.19
air,AWK 47 EVI,Power input,35,18,10.14
air,AWK 47 EVI,Power input,35,19,10.07
air,AWK 47 EVI,Power input,35,20,9.99
air,AWK 47 EVI,Power input,45,-20,13.29
air,AWK 47 EVI,Power input,45,-19,13.37
air,AWK 47 EVI,Power input,45,-18,13.4
air,AWK 47 EVI,Power input,45,-17,13.47
air,AWK 47 EVI,Power input,45,-16,13.54
air,AWK 47 EVI,Power input,45,-15,13.69
air,AWK 47 EVI,Power input,45,-14,13.31
air,AWK 47 EVI,Power input,45,-13,13.34
air,AWK 47 EVI,Power input,45,-12,13.36
air,AWK 47 EVI,Power input,45,-11,13.38
air,AWK 47 EVI,Power input,45,-10,13.41
air,AWK 47 EVI,Power input,45,-9,13.43
air,AWK 47 EVI,Power input,45,-8,13.45
air,AWK 47 EVI,Power input,45,-7,13.46
air,AWK 47 EVI,Power input,45,-6,13.46
air,AWK 47 EVI,Power input,45,-5,13.54
air,AWK 47 EVI,Power input,45,-4,13.63
air,AWK 47 EVI,Power input,45,-3,13.72
air,AWK 47 EVI,Power input,45,-2,13.81
air,AWK 47 EVI,Power input,45,-1,13.86
air,AWK 47 EVI,Power input,45,0,13.79
air,AWK 47 EVI,Power input,45,1,13.73
air,AWK 47 EVI,Power input,45,2,13.64
air,AWK 47 EVI,Power input,45,3,13.36
air,AWK 47 EVI,Power input,45,4,13.1
air,AWK 47 EVI,Power input,45,5,12.81
air,AWK 47 EVI,Power input,45,6,12.58
air,AWK 47 EVI,Power input,45,7,12.36
air,AWK 47 EVI,Power input,45,8,12.64
air,AWK 47 EVI,Power input,45,9,12.9
air,AWK 47 EVI,Power input,45,10,13.19
air,AWK 47 EVI,Power input,45,11,13.05
air,AWK 47 EVI,Power input,45,12,12.96
air,AWK 47 EVI,Power input,45,13,12.81
air,AWK 47 EVI,Power input,45,14,12.68
air,AWK 47 EVI,Power input,45,15,12.58
air,AWK 47 EVI,Power input,45,16,12.47
air,AWK 47 EVI,Power input,45,17,12.36
air,AWK 47 EVI,Power input,45,18,12.3
air,AWK 47 EVI,Power input,45,19,12.2
air,AWK 47 EVI,Power input,45,20,12.2
air,AWK 47 EVI,Power input,55,-20,15.67
air,AWK 47 EVI,Power input,55,-19,15.75
air,AWK 47 EVI,Power input,55,-18,15.77
air,AWK 47 EVI,Power input,55,-17,15.83
air,AWK 47 EVI,Power input,55,-16,15.9
air,AWK 47 EVI,Power input,55,-15,16.05
air,AWK 47 EVI,Power input,55,-14,15.16
air,AWK 47 EVI,Power input,55,-13,15.19
air,AWK 47 EVI,Power input,55,-12,15.22
air,AWK 47 EVI,Power input,55,-11,15.24
air,AWK 47 EVI,Power input,55,-10,15.27
air,AWK 47 EVI,Power input,55,-9,15.3
air,AWK 47 EVI,Power input,55,-8,15.32
air,AWK 47 EVI,Power input,55,-7,15.34
air,AWK 47 EVI,Power input,55,-6,15.49
air,AWK 47 EVI,Power input,55,-5,15.81
air,AWK 47 EVI,Power input,55,-4,16.13
air,AWK 47 EVI,Power input,55,-3,16.46
air,AWK 47 EVI,Power input,55,-2,16.79
air,AWK 47 EVI,Power input,55,-1,17.07
air,AWK 47 EVI,Power input,55,0,16.99
air,AWK 47 EVI,Power input,55,1,16.92
air,AWK 47 EVI,Power input,55,2,16.81
air,AWK 47 EVI,Power input,55,3,16.5
air,AWK 47 EVI,Power input,55,4,16.2
air,AWK 47 EVI,Power input,55,5,15.87
air,AWK 47 EVI,Power input,55,6,15.6
air,AWK 47 EVI,Power input,55,7,15.33
air,AWK 47 EVI,Power input,55,8,15.65
air,AWK 47 EVI,Power input,55,9,15.95
air,AWK 47 EVI,Power input,55,10,16.29
air,AWK 47 EVI,Power input,55,11,16.12
air,AWK 47 EVI,Power input,55,12,16.01
air,AWK 47 EVI,Power input,55,13,15.83
air,AWK 47 EVI,Power input,55,14,15.67
air,AWK 47 EVI,Power input,55,15,15.54
air,AWK 47 EVI,Power input,55,16,15.41
air,AWK 47 EVI,Power input,55,17,15.27
air,AWK 47 EVI,Power input,55,18,15.19
air,AWK 47 EVI,Power input,55,19,15.06
air,AWK 47 EVI,Power input,55,20,14.93
air,AWK 47 EVI,Power input,65,-20,18.24
air,AWK 47 EVI,Power input,65,-19,18.31
air,AWK 47 EVI,Power input,65,-18,18.32
air,AWK 47 EVI,Power input,65,-17,18.38
air,AWK 47 EVI,Power input,65,-16,18.44
air,AWK 47 EVI,Power input,65,-15,18.61
air,AWK 47 EVI,Power input,65,-14,17.07
air,AWK 47 EVI,Power input,65,-13,17.11
air,AWK 47 EVI,Power input,65,-12,17.14
air,AWK 47 EVI,Power input,65,-11,17.17
air,AWK 47 EVI,Power input,65,-10,17.2
air,AWK 47 EVI,Power input,65,-9,17.28
air,AWK 47 EVI,Power input,65,-8,17.34
air,AWK 47 EVI,Power input,65,-7,17.47
air,AWK 47 EVI,Power input,65,-6,17.81
air,AWK 47 EVI,Power input,65,-5,18.45
air,AWK 47 EVI,Power input,65,-4,19.09
air,AWK 47 EVI,Power input,65,-3,19.76
air,AWK 47 EVI,Power input,65,-2,20.43
air,AWK 47 EVI,Power input,65,-1,21.03
air,AWK 47 EVI,Power input,65,0,20.96
air,AWK 47 EVI,Power input,65,1,20.88
air,AWK 47 EVI,Power input,65,2,20.68
air,AWK 47 EVI,Power input,65,3,20.28
air,AWK 47 EVI,Power input,65,4,19.9
air,AWK 47 EVI,Power input,65,5,19.46
air,AWK 47 EVI,Power input,65,6,19.11
air,AWK 47 EVI,Power input,65,7,18.74
air,AWK 47 EVI,Power input,65,8,19.13
air,AWK 47 EVI,Power input,65,9,19.5
air,AWK 47 EVI,Power input,65,10,19.91
air,AWK 47 EVI,Power input,65,11,19.69
air,AWK 47 EVI,Power input,65,12,19.54
air,AWK 47 EVI,Power input,65,13,19.32
air,AWK 47 EVI,Power input,65,14,19.11
air,AWK 47 EVI,Power input,65,15,18.93
air,AWK 47 EVI,Power input,65,16,18.77
air,AWK 47 EVI,Power input,65,17,18.61
air,AWK 47 EVI,Power input,65,18,18.51
air,AWK 47 EVI,Power input,65,19,18.36
air,AWK 47 EVI,Power input,65,20,18.21
air,AWK 47 EVI,COP,35,-20,2.58
air,AWK 47 EVI,COP,35,-19,2.63
air,AWK 47 EVI,COP,35,-18,2.68
air,AWK 47 EVI,COP,35,-17,2.73
air,AWK 47 EVI,COP,35,-16,2.77
air,AWK 47 EVI,COP,35,-15,2.86
air,AWK 47 EVI,COP,35,-14,2.92
air,AWK 47 EVI,COP,35,-13,2.98
air,AWK 47 EVI,COP,35,-12,3.04
air,AWK 47 EVI,COP,35,-11,3.1
air,AWK 47 EVI,COP,35,-10,3.17
air,AWK 47 EVI,COP,35,-9,3.23
air,AWK 47 EVI,COP,35,-8,3.29
air,AWK 47 EVI,COP,35,-7,3.41
air,AWK 47 EVI,COP,35,-6,3.49
air,AWK 47 EVI,COP,35,-5,3.57
air,AWK 47 EVI,COP,35,-4,3.65
air,AWK 47 EVI,COP,35,-3,3.73
air,AWK 47 EVI,COP,35,-2,3.8
air,AWK 47 EVI,COP,35,-1,3.89
air,AWK 47 EVI,COP,35,0,3.96
air,AWK 47 EVI,COP,35,1,4.07
air,AWK 47 EVI,COP,35,2,4.2
air,AWK 47 EVI,COP,35,3,4.42
air,AWK 47 EVI,COP,35,4,4.66
air,AWK 47 EVI,COP,35,5,4.93
air,AWK 47 EVI,COP,35,6,5.16
air,AWK 47 EVI,COP,35,7,5.43
air,AWK 47 EVI,COP,35,8,5.57
air,AWK 47 EVI,COP,35,9,5.73
air,AWK 47 EVI,COP,35,10,5.87
air,AWK 47 EVI,COP,35,11,6.0
air,AWK 47 EVI,COP,35,12,6.11
air,AWK 47 EVI,COP,35,13,6.31
air,AWK 47 EVI,COP,35,14,6.48
air,AWK 47 EVI,COP,35,15,6.61
air,AWK 47 EVI,COP,35,16,6.73
air,AWK 47 EVI,COP,35,17,6.88
air,AWK 47 EVI,COP,35,18,6.99
air,AWK 47 EVI,COP,35,19,7.12
air,AWK 47 EVI,COP,35,20,7.26
air,AWK 47 EVI,COP,45,-20,2.26
air,AWK 47 EVI,COP,45,-19,2.3
air,AWK 47 EVI,COP,45,-18,2.34
air,AWK 47 EVI,COP,45,-17,2.38
air,AWK 47 EVI,COP,45,-16,2.42
air,AWK 47 EVI,COP,45,-15,2.49
air,AWK 47 EVI,COP,45,-14,2.61
air,AWK 47 EVI,COP,45,-13,2.66
air,AWK 47 EVI,COP,45,-12,2.71
air,AWK 47 EVI,COP,45,-11,2.76
air,AWK 47 EVI,COP,45,-10,2.82
air,AWK 47 EVI,COP,45,-9,2.87
air,AWK 47 EVI,COP,45,-8,2.92
air,AWK 47 EVI,COP,45,-7,3.02
air,AWK 47 EVI,COP,45,-6,3.06
air,AWK 47 EVI,COP,45,-5,3.09
air,AWK 47 EVI,COP,45,-4,3.11
air,AWK 47 EVI,COP,45,-3,3.14
air,AWK 47 EVI,COP,45,-2,3.16
air,AWK 47 EVI,COP,45,-1,3.19
air,AWK 47 EVI,COP,45,0,3.25
air,AWK 47 EVI,COP,45,1,3.35
air,AWK 47 EVI,COP,45,2,3.45
air,AWK 47 EVI,COP,45,3,3.63
air,AWK 47 EVI,COP,45,4,3.82
air,AWK 47 EVI,COP,45,5,4.05
air,AWK 47 EVI,COP,45,6,4.24
air,AWK 47 EVI,COP,45,7,4.46
air,AWK 47 EVI,COP,45,8,4.57
air,AWK 47 EVI,COP,45,9,4.71
air,AWK 47 EVI,COP,45,10,4.82
air,AWK 47 EVI,COP,45,11,4.92
air,AWK 47 EVI,COP,45,12,5.02
air,AWK 47 EVI,COP,45,13,5.18
air,AWK 47 EVI,COP,45,14,5.32
air,AWK 47 EVI,COP,45,15,5.43
air,AWK 47 EVI,COP,45,16,5.52
air,AWK 47 EVI,COP,45,17,5.65
air,AWK 47 EVI,COP,45,18,5.74
air,AWK 47 EVI,COP,45,19,5.85
air,AWK 47 EVI,COP,45,20,5.96
air,AWK 47 EVI,COP,55,-20,1.98
air,AWK 47 EVI,COP,55,-19,2.01
air,AWK 47 EVI,COP,55,-18,2.05
air,AWK 47 EVI,COP,55,-17,2.08
air,AWK 47 EVI,COP,55,-16,2.11
air,AWK 47 EVI,COP,55,-15,2.17
air,AWK 47 EVI,COP,55,-14,2.34
air,AWK 47 EVI,COP,55,-13,2.38
air,AWK 47 EVI,COP,55,-12,2.42
air,AWK 47 EVI,COP,55,-11,2.46
air,AWK 47 EVI,COP,55,-10,2.5
air,AWK 47 EVI,COP,55,-9,2.54
air,AWK 47 EVI,COP,55,-8,2.59
air,AWK 47 EVI,COP,55,-7,2.67
air,AWK 47 EVI,COP,55,-6,2.68
air,AWK 47 EVI,COP,55,-5,2.67
air,AWK 47 EVI,COP,55,-4,2.66
air,AWK 47 EVI,COP,55,-3,2.64
air,AWK 47 EVI,COP,55,-2,2.63
air,AWK 47 EVI,COP,55,-1,2.62
air,AWK 47 EVI,COP,55,0,2.67
air,AWK 47 EVI,COP,55,1,2.75
air,AWK 47 EVI,COP,55,2,2.83
air,AWK 47 EVI,COP,55,3,2.98
air,AWK 47 EVI,COP,55,4,3.14
air,AWK 47 EVI,COP,55,5,3.32
air,AWK 47 EVI,COP,55,6,3.48
air,AWK 47 EVI,COP,55,7,3.66
air,AWK 47 EVI,COP,55,8,3.76
air,AWK 47 EVI,COP,55,9,3.86
air,AWK 47 EVI,COP,55,10,3.96
air,AWK 47 EVI,COP,55,11,4.04
air,AWK 47 EVI,COP,55,12,4.12
air,AWK 47 EVI,COP,55,13,4.26
air,AWK 47 EVI,COP,55,14,4.37
air,AWK 47 EVI,COP,55,15,4.46
air,AWK 47 EVI,COP,55,16,4.54
air,AWK 47 EVI,COP,55,17,4.64
air,AWK 47 EVI,COP,55,18,4.71
air,AWK 47 EVI,COP,55,19,4.8
air,AWK 47 EVI,COP,55,20,4.9
air,AWK 47 EVI,COP,65,-20,1.73
air,AWK 47 EVI,COP,65,-19,1.76
air,AWK 47 EVI,COP,65,-18,1.79
air,AWK 47 EVI,COP,65,-17,1.82
air,AWK 47 EVI,COP,65,-16,1.84
air,AWK 47 EVI,COP,65,-15,1.89
air,AWK 47 EVI,COP,65,-14,2.09
air,AWK 47 EVI,COP,65,-13,2.13
air,AWK 47 EVI,COP,65,-12,2.16
air,AWK 47 EVI,COP,65,-11,2.19
air,AWK 47 EVI,COP,65,-10,2.23
air,AWK 47 EVI,COP,65,-9,2.26
air,AWK 47 EVI,COP,65,-8,2.29
air,AWK 47 EVI,COP,65,-7,2.36
air,AWK 47 EVI,COP,65,-6,2.35
air,AWK 47 EVI,COP,65,-5,2.31
air,AWK 47 EVI,COP,65,-4,2.27
air,AWK 47 EVI,COP,65,-3,2.22
air,AWK 47 EVI,COP,65,-2,2.18
air,AWK 47 EVI,COP,65,-1,2.15
air,AWK 47 EVI,COP,65,0,2.19
air,AWK 47 EVI,COP,65,1,2.26
air,AWK 47 EVI,COP,65,2,2.33
air,AWK 47 EVI,COP,65,3,2.45
air,AWK 47 EVI,COP,65,4,2.58
air,AWK 47 EVI,COP,65,5,2.73
air,AWK 47 EVI,COP,65,6,2.86
air,AWK 47 EVI,COP,65,7,3.01
air,AWK 47 EVI,COP,65,8,3.08
air,AWK 47 EVI,COP,65,9,3.17
air,AWK 47 EVI,COP,65,10,3.25
air,AWK 47 EVI,COP,65,11,3.32
air,AWK 47 EVI,COP,65,12,3.38
air,AWK 47 EVI,COP,65,13,3.5
air,AWK 47 EVI,COP,65,14,3.59
air,AWK 47 EVI,COP,65,15,3.66
air,AWK 47 EVI,COP,65,16,3.72
air,AWK 47 EVI,COP,65,17,3.81
air,AWK 47 EVI,COP,65,18,3.87
air,AWK 47 EVI,COP,65,19,3.94
air,AWK 47 EVI,COP,65,20,4.02
air,AiWa 08 EVI S,Heating capacity,35,-20,5.2
air,AiWa 08 EVI S,Heating capacity,35,-19,5.31
air,AiWa 08 EVI S,Heating capacity,35,-18,5.41
air,AiWa 08 EVI S,Heating capacity,35,-17,5.52
air,AiWa 08 EVI S,Heating capacity,35,-16,5.62
air,AiWa 08 EVI S,Heating capacity,35,-15,5.81
air,AiWa 08 EVI S,Heating capacity,35,-14,5.94
air,AiWa 08 EVI S,Heating capacity,35,-13,6.08
air,AiWa 08 EVI S,Heating capacity,35,-12,6.21
air,AiWa 08 EVI S,Heating capacity,35,-11,6.34
air,AiWa 08 EVI S,Heating capacity,35,-10,6.47
air,AiWa 08 EVI S,Heating capacity,35,-9,6.61
air,AiWa 08 EVI S,Heating capacity,35,-8,6.74
air,AiWa 08 EVI S,Heating capacity,35,-7,6.98
air,AiWa 08 EVI S,Heating capacity,35,-6,7.09
air,AiWa 08 EVI S,Heating capacity,35,-5,7.19
air,AiWa 08 EVI S,Heating capacity,35,-4,7.29
air,AiWa 08 EVI S,Heating capacity,35,-3,7.39
air,AiWa 08 EVI S,Heating capacity,35,-2,7.5
air,AiWa 08 EVI S,Heating capacity,35,-1,7.6
air,AiWa 08 EVI S,Heating capacity,35,0,7.7
air,AiWa 08 EVI S,Heating capacity,35,1,7.89
air,AiWa 08 EVI S,Heating capacity,35,2,8.1
air,AiWa 08 EVI S,Heating capacity,35,3,8.35
air,AiWa 08 EVI S,Heating capacity,35,4,8.61
air,AiWa 08 EVI S,Heating capacity,35,5,8.9
air,AiWa 08 EVI S,Heating capacity,35,6,9.15
air,AiWa 08 EVI S,Heating capacity,35,7,9.45
air,AiWa 08 EVI S,Heating capacity,35,8,9.99
air,AiWa 08 EVI S,Heating capacity,35,9,10.41
air,AiWa 08 EVI S,Heating capacity,35,10,10.91
air,AiWa 08 EVI S,Heating capacity,35,11,11.05
air,AiWa 08 EVI S,Heating capacity,35,12,11.2
air,AiWa 08 EVI S,Heating capacity,35,13,11.48
air,AiWa 08 EVI S,Heating capacity,35,14,11.68
air,AiWa 08 EVI S,Heating capacity,35,15,11.87
air,AiWa 08 EVI S,Heating capacity,35,16,11.98
air,AiWa 08 EVI S,Heating capacity,35,17,12.15
air,AiWa 08 EVI S,Heating capacity,35,18,12.3
air,AiWa 08 EVI S,Heating capacity,35,19,12.44
air,AiWa 08 EVI S,Heating capacity,35,20,12.58
air,AiWa 08 EVI S,Heating capacity,45,-20,5.21
air,AiWa 08 EVI S,Heating capacity,45,-19,5.33
air,AiWa 08 EVI S,Heating capacity,45,-18,5.45
air,AiWa 08 EVI S,Heating capacity,45,-17,5.56
air,AiWa 08 EVI S,Heating capacity,45,-16,5.68
air,AiWa 08 EVI S,Heating capacity,45,-15,5.91
air,AiWa 08 EVI S,Heating capacity,45,-14,6.03
air,AiWa 08 EVI S,Heating capacity,45,-13,6.16
air,AiWa 08 EVI S,Heating capacity,45,-12,6.29
air,AiWa 08 EVI S,Heating capacity,45,-11,6.42
air,AiWa 08 EVI S,Heating capacity,45,-10,6.55
air,AiWa 08 EVI S,Heating capacity,45,-9,6.67
air,AiWa 08 EVI S,Heating capacity,45,-8,6.8
air,AiWa 08 EVI S,Heating capacity,45,-7,7.04
air,AiWa 08 EVI S,Heating capacity,45,-6,7.15
air,AiWa 08 EVI S,Heating capacity,45,-5,7.25
air,AiWa 08 EVI S,Heating capacity,45,-4,7.36
air,AiWa 08 EVI S,Heating capacity,45,-3,7.46
air,AiWa 08 EVI S,Heating capacity,45,-2,7.57
air,AiWa 08 EVI S,Heating capacity,45,-1,7.67
air,AiWa 08 EVI S,Heating capacity,45,0,7.78
air,AiWa 08 EVI S,Heating capacity,45,1,7.97
air,AiWa 08 EVI S,Heating capacity,45,2,8.16
air,AiWa 08 EVI S,Heating capacity,45,3,8.42
air,AiWa 08 EVI S,Heating capacity,45,4,8.69
air,AiWa 08 EVI S,Heating capacity,45,5,8.99
air,AiWa 08 EVI S,Heating capacity,45,6,9.24
air,AiWa 08 EVI S,Heating capacity,45,7,9.56
air,AiWa 08 EVI S,Heating capacity,45,8,10.02
air,AiWa 08 EVI S,Heating capacity,45,9,10.52
air,AiWa 08 EVI S,Heating capacity,45,10,11.02
air,AiWa 08 EVI S,Heating capacity,45,11,11.15
air,AiWa 08 EVI S,Heating capacity,45,12,11.27
air,AiWa 08 EVI S,Heating capacity,45,13,11.52
air,AiWa 08 EVI S,Heating capacity,45,14,11.69
air,AiWa 08 EVI S,Heating capacity,45,15,11.85
air,AiWa 08 EVI S,Heating capacity,45,16,11.95
air,AiWa 08 EVI S,Heating capacity,45,17,12.11
air,AiWa 08 EVI S,Heating capacity,45,18,12.25
air,AiWa 08 EVI S,Heating capacity,45,19,12.38
air,AiWa 08 EVI S,Heating capacity,45,20,12.62
air,AiWa 08 EVI S,Heating capacity,55,-20,5.38
air,AiWa 08 EVI S,Heating capacity,55,-19,5.49
air,AiWa 08 EVI S,Heating capacity,55,-18,5.6
air,AiWa 08 EVI S,Heating capacity,55,-17,5.71
air,AiWa 08 EVI S,Heating capacity,55,-16,5.82
air,AiWa 08 EVI S,Heating capacity,55,-15,6.03
air,AiWa 08 EVI S,Heating capacity,55,-14,6.15
air,AiWa 08 EVI S,Heating capacity,55,-13,6.27
