"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
4113;"CARTIERA DI PORPORANO SRL";"CARTIERA DI PORPORANO SRL";"VIA MARIO PERNIS 23/A ";"43100";"PARMA";"Italy";"SRID=4326;POINT(10.34976 44.750831)";"Paper and printing";"ETS";2506.00;;6198.16;9.46;0.94;0.00;0.00;0.94
4114;"Fomas S.p.A.";"Fomas S.p.A.";"Via Martiri della Liberazione, 17 ";"23875";"Osnago (LC)";"Italy";"SRID=4326;POINT(9.408969 45.679275)";"Iron and steel";"ETS";40418.00;;102748.65;;0.00;0.00;0.00;0.00
4115;"TERRE DELLA BADIA SPA";"TERRE DELLA BADIA SPA";"VIA MATILDE DI CANOSSA, 22 ";"41044";"FRASSINORO";"Italy";"SRID=4326;POINT(10.570198 44.295555)";"Non-metallic mineral products";"ETS";16102.00;;;;0.00;0.00;0.00;0.00
4116;"GRUPPO CERAMCIHE GRESMALT S.P.A.";"GRUPPO CERAMICHE GRESMALT S.P.A.";"VIA MAZZALASINO Nº39/41 ";"42019";"SCANDIANO";"Italy";"SRID=4326;POINT(10.687839 44.599345)";"Non-metallic mineral products";"ETS";47425.00;;;;0.00;0.00;0.00;0.00
4117;"Bormioli Rocco SpA";"Stabilimento di Bergantino (Rovigo)";"via Mazzini, 1 ";"45032";"BERGANTINO";"Italy";"SRID=4326;POINT(11.252922 45.060029)";"Glass";"ETS";49033.00;;89231.88;143.26;0.00;28.65;0.00;28.65
4118;"S.I.A.I. S.r.l.";"S.I.A.I. S.r.l.";"Via Mediterraneo, 40 ";"86038";"Petacciato";"Italy";"SRID=4326;POINT(14.852096 42.032291)";"Non-metallic mineral products";"ETS";32286.00;;;;0.00;0.00;0.00;0.00
4119;"Donati Laterizi Srl";"Donati Laterizi Campo";"Via Meucci, 28 ";"56017";"SAN GIULIANO TERME";"Italy";"SRID=4326;POINT(10.44104 43.762996)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4120;"PKARTON SpA";"CARTIERA PIRINOLI S.R.L.";"Via Moletta, 24 ";"12018";"Roccavione (CN)";"Italy";"SRID=4326;POINT(7.482432 44.314628)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4121;"COTTO PETRUS SRL";"COTTO PETRUS SRL";"VIA MOLINO N. 4 ";"42014";"ROTEGLIA DI CASTELLARANO";"Italy";;"Non-metallic mineral products";"ETS";3965.00;;;;0.00;0.00;0.00;0.00
4122;"CARTIERA DELLE ALPI s.r.l.";"CARTIERA DELLE ALPI SRL";"Via Molino, 6 ";"13010";"GUARDABOSONE (VC)";"Italy";"SRID=4326;POINT(8.250328 45.701228)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4123;"Gerresheimer Pisa S.p.A.";"Gerresheimer Pisa  S.p.A.";"Via Montelungo, 4 ";"56100";"PISA";"Italy";"SRID=4326;POINT(10.384102 43.725881)";"Glass";"ETS";22075.00;;40172.82;64.49;0.00;12.89;0.00;12.89
4124;"Viscolube srl";"Viscolube srl - Stabilimento di Ceccano";"Via Monti Lepini 180 ";"3023";"Ceccano";"Italy";"SRID=4326;POINT(13.333301 41.567717)";"Chemical industry";"ETS";24787.00;;;;0.00;0.00;0.00;0.00
4125;"Riva Acciaio S.p.A.";"RIVA ACCIAIO S.P.A - Stabilimento di Sellero";"Via Nazionale 24 ";"20050";"Sellero (Bs)";"Italy";"SRID=4326;POINT(10.34399 46.055989)";"Iron and steel";"ETS";15169.00;;38561.88;;0.00;0.00;0.00;0.00
4126;"FORNACE DI BALDICHIERI SRL";"FORNACE DI BALDICHIERI SRL";"VIA NAZIONALE N. 71-71A ";"14011";"BALDICHIERI D'ASTI";"Italy";"SRID=4326;POINT(8.091638 44.905948)";"Non-metallic mineral products";"ETS";3181.00;;;;0.00;0.00;0.00;0.00
4127;"Bormioli Rocco SpA";"Stabilimento di Altare (Savona)";"via Nazionale, 1 ";"17041";"ALTARE";"Italy";"SRID=4326;POINT(8.339931 44.335982)";"Glass";"ETS";42160.00;;;;0.00;0.00;0.00;0.00
4128;"O.R.I. MARTIN S.P.A.";"O.R.I. Martin S.p.A.";"Via Oger Martin - Zona Industriale ASI ";"3024";"Ceprano";"Italy";"SRID=4326;POINT(13.512205 41.540418)";"Iron and steel";"ETS";8715.00;;22154.84;;0.00;0.00;0.00;0.00
4129;"Fornaci Laterizi Danesi Spa";"Stabilimento di Lugagnano Val d'Arda";"via Oltre Arda, 17 ";"29018";"Lugagnano Val d'Arda";"Italy";"SRID=4326;POINT(9.827173 44.823261)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4130;"Forgiatura A. VIENNA di Antonio Vienna & C. S.a.S.";"Forgiatura A. VIENNA di Antonio Vienna & C. S.a.S.";"VIA OSPIATE, 46/48 ";"20017";"RHO (MI)";"Italy";"SRID=4326;POINT(9.076162 45.535754)";"Iron and steel";"ETS";21532.00;;54737.59;;0.00;0.00;0.00;0.00
4131;"COOPERATIVA CERAMICA D'IMOLA";"COOPERATIVA CERAMICA D'IMOLA SC - STABILIMENTO 5";"VIA PANA 10 ";"48018";"FAENZA (RA)";"Italy";"SRID=4326;POINT(11.878833 44.331879)";"Non-metallic mineral products";"ETS";32137.00;;;;0.00;0.00;0.00;0.00
4132;"PANARIAGROUP INDUSTRIE CERAMICHE S.P.A.";"STABILIMENTO PANARIAGROUP N 1";"VIA PANARIA BASSA 22/A";"41134";"FINALE EMILIA (MO)";"Italy";"SRID=4326;POINT(11.293905 44.834574)";"Non-metallic mineral products";"ETS";27600.00;;;;0.00;0.00;0.00;0.00
4133;"Ceramiche Atlas Concorde S.p.A.";"Ceramiche Atlas Concorde S.p.A. - stab. Finale";"Via Panaria Bassa 24/A ";"41034";"Finale Emilia (MO)";"Italy";"SRID=4326;POINT(11.293905 44.834574)";"Non-metallic mineral products";"ETS";7100.00;;;;0.00;0.00;0.00;0.00
4134;"Marazzi  Group S.r.l. a Socio Unico";"MARAZZI Stabilimento Finale Emilia";"Via Panaria Bassa 3/B ";"41043";"Finale Emilia";"Italy";"SRID=4326;POINT(11.293905 44.834574)";"Non-metallic mineral products";"ETS";10361.00;;;;0.00;0.00;0.00;0.00
4135;"Ceramiche Moma S.p.A.";"Ceramiche Moma S.p.A.";"Via Panaria Bassa, 17/A ";"41034";"Finale Emilia (MO)";"Italy";"SRID=4326;POINT(11.293905 44.834574)";"Non-metallic mineral products";"ETS";25769.00;;;;0.00;0.00;0.00;0.00
4136;"OCV Italia s.r.l. a socio unico";"Stabilimento di Besana in Brianza";"Via Parini, 10 ";"20045";"BESANA IN BRIANZA - MI";"Italy";;"Glass";"ETS";44288.00;;;;0.00;0.00;0.00;0.00
4137;"GRUPPO CORDENONS SPA";"Stabilimento di Cordenons";"Via Pasch 95 ";"33084";"Cordenons (PN)";"Italy";"SRID=4326;POINT(12.708219 45.973553)";"Paper and printing";"ETS";25056.00;;61971.71;94.67;9.46;0.00;0.00;9.46
4138;"Foc Ciscato S.p.A.";"FOC CISCATO";"Via Pasin, 1 ";"36010";"Velo d'Astico";"Italy";"SRID=4326;POINT(11.369031 45.800298)";"Iron and steel";"ETS";11891.00;;30228.71;;0.00;0.00;0.00;0.00
4139;"ACCIAIERIE VENETE S.p.A.";"ACCIAIERIE VENETE SPA - STABILIMENTO DOLCE'";"VIA PASSO DI NAPOLEONE, 829 ";"37020";"DOLCE'";"Italy";"SRID=4326;POINT(10.816428 45.527479)";"Iron and steel";"ETS";15354.00;;39032.18;;0.00;0.00;0.00;0.00
4140;"Deroma Spa";"Deroma S.p.A.";"Via Pasubio,17 ";"36034";"Malo (VI)";"Italy";"SRID=4326;POINT(11.483642 45.661791)";"Non-metallic mineral products";"ETS";9047.00;;;;0.00;0.00;0.00;0.00
4141;"POLIS MANIFATTURE CERAMICHE SPA";"STABILIMENTO";"VIA PAVESA 24 ";"46023";"GONZAGA";"Italy";"SRID=4326;POINT(10.820893 44.949773)";"Non-metallic mineral products";"ETS";14099.00;;;;0.00;0.00;0.00;0.00
4142;"ITALGRANITI GROUP SPA";"ITALGRANITI GROUP SPA";"VIA PER CARPI 54 ";"42018";"SAN MARTINO IN RIO (RE)";"Italy";"SRID=4326;POINT(10.786453 44.735243)";"Non-metallic mineral products";"ETS";20016.00;;;;0.00;0.00;0.00;0.00
4143;"vbf engineering srl";"vbf engineering srl";"via per casapuzzano zona industriale ASI ";"81025";"marcianise (CE)";"Italy";"SRID=4326;POINT(14.298423 41.032997)";"Cement";"ETS";531.00;;;;0.00;0.00;0.00;0.00
4144;"VETRERIE MERIDIONALI S.P.A.";"Stabilimento di Castellana Grotte (BA)";"VIA PER CONVERSANO, 144 ";"70013";"Castellana Grotte (BARI)";"Italy";"SRID=4326;POINT(17.165495 40.886431)";"Glass";"ETS";69081.00;;125715.90;201.84;0.00;40.36;0.00;40.36
4145;"SIMA CERAMICHE SRL";"Sima ceramica";"Via per Vignola  37 ";"41053";"Maranello (MO)";"Italy";"SRID=4326;POINT(10.866361 44.525522)";"Non-metallic mineral products";"ETS";2892.00;;;;0.00;0.00;0.00;0.00
4146;"PROGETTO CARTA S.R.L.";"PROGETTO CARTA s.r.l.";"via Perale, 19 ";"36011";"Arsiero (VI)";"Italy";"SRID=4326;POINT(11.354276 45.800244)";"Paper and printing";"ETS";2826.00;;;;0.00;0.00;0.00;0.00
4147;"INEOS MANUFACTURING ITALIA S.p.A.";"Ineos Manufacturing Italia S.p.A. - Rosignano";"Via Piave, 6 ";"57016";"Rosignano Marittimo (LI)";"Italy";"SRID=4326;POINT(10.447564 43.388536)";"Chemical industry";"ETS";4944.00;;;;0.00;0.00;0.00;0.00
4148;"LATERIFICIO MERIDIONALE SRL";"LATERIFICIO MERIDIONALE SRL";"VIA PIETRA MONTECORVINO KM 0,510 ";"71036";"LUCERA";"Italy";"SRID=4326;POINT(15.337647 41.508273)";"Non-metallic mineral products";"ETS";20811.00;;;;0.00;0.00;0.00;0.00
4149;"ILVA S.P.A.";"ILVA S.p.A. Stabilimento di Genova Cornigliano";"Via Pionieri e Aviatori d'Italia, 8 ";"16100";"GENOVA";"Italy";"SRID=4326;POINT(8.84327 44.415235)";"Iron and steel";"ETS";42099.00;;138105.51;;0.00;0.00;0.00;0.00
4150;"Serenissima CIR Industrie Ceramiche S.p.A.";"Serenissima stabilimento di Rubiera";"Via Platone 9";"42048";"Rubiera";"Italy";"SRID=4326;POINT(10.770185 44.660324)";"Non-metallic mineral products";"ETS";35001.00;;;;0.00;0.00;0.00;0.00
4151;"Opera Group s.r.l.";"Opera Group s.r.l. (stabilimento 1)";"Via Ponte Bianco, 20/22 ";"41031";"Camposanto";"Italy";"SRID=4326;POINT(11.137808 44.790101)";"Non-metallic mineral products";"ETS";19569.00;;;;0.00;0.00;0.00;0.00
4152;"Opera Group s.r.l.";"Opera Group s.r.l.";"Via Ponte Bianco, 26 ";"41031";"Camposanto";"Italy";"SRID=4326;POINT(11.137808 44.790101)";"Non-metallic mineral products";"ETS";16138.00;;;;0.00;0.00;0.00;0.00
4153;"AFV ACCIAIERIE BELTRAME SPA";"AFV ACCIAIERIE BELTRAME SPA";"VIA PRAMOLLE, 1 ";"10050";"SAN DIDERO";"Italy";"SRID=4326;POINT(7.213335 45.128972)";"Iron and steel";"ETS";6770.00;;22208.94;;0.00;0.00;0.00;0.00
4154;"Pontenossa s.p.a.";"Pontenossa s.p.a.";"Via Prealpina Orobica, 60 ";"24028";"Ponte Nossa";"Italy";"SRID=4326;POINT(9.871596 45.859402)";"Non-ferrous metals";"ETS";74646.00;;;;0.00;0.00;0.00;0.00
4155;"FACI SpA";"FACI SPA";"Via Privata Devoto 36 ";"16042";"Carasco";"Italy";"SRID=4326;POINT(9.34565 44.349756)";"Chemical industry";"ETS";14983.00;;;;0.00;0.00;0.00;0.00
4156;"INDUSTRIE CARTARIE TRONCHETTI S.p.A.";"CARTIERA DI PIANO DELLA ROCCA";"VIA PROVINCIALE LODOVICA, SNC ";"55023";"BORGO A MOZZANO";"Italy";"SRID=4326;POINT(10.545703 43.978948)";"Paper and printing";"ETS";15717.00;;38873.30;59.38;5.93;0.00;0.00;5.93
4157;"DELICARTA SPA";"IMBALPAPER S.p.A.";"VIA PROVINCIALE LUDOVICA, 4 ";"55023";"BORGO A MOZZANO";"Italy";"SRID=4326;POINT(10.545703 43.978948)";"Paper and printing";"ETS";22248.00;;;;0.00;0.00;0.00;0.00
4158;"SCA HYGIENE PRODUCTS S.P.A.";"Procter&Gamble Italia SpA";"Via Provinciale Romana, SNC ";"55011";"ALTOPASCIO";"Italy";"SRID=4326;POINT(10.674396 43.815041)";"Paper and printing";"ETS";22388.00;;55372.87;84.59;8.45;0.00;0.00;8.45
4159;"Leali Steel S.p.A.";"LEALI STEEL SPA - Stabilimento di Borgo Valsugana";"Via Puisle, 4 ";"38051";"Borgo Valsugana (TN)";"Italy";"SRID=4326;POINT(11.45144 46.051568)";"Iron and steel";"ETS";20661.00;;67778.28;13.63;0.00;4.09;2.45;6.54
4160;"Forge Monchieri S.p.A.";"Forge Monchieri S.p.A.";"Via Quattro Piccoli Martiri 2-4 ";"25040";"Cividate Camuno (BS)";"Italy";"SRID=4326;POINT(10.277462 45.942493)";"Iron and steel";"ETS";8102.00;;20596.50;;0.00;0.00;0.00;0.00
4161;"GRUPPO C.B.S. S.P.A.";"GRUPPO C.B.S. S.P.A. - DIVISIONE LA GUGLIA";"via Radici in Piano 422";"41049";"Sassuolo (MO)";"Italy";"SRID=4326;POINT(10.789601 44.55098)";"Non-metallic mineral products";"ETS";11851.00;;;;0.00;0.00;0.00;0.00
4162;"GRANITIFIANDRE SPA";"GRANITIFIANDRE CASTELLARANO";"VIA RADICI NORD 110 ";"42014";"CASTELLARANO";"Italy";"SRID=4326;POINT(10.737486 44.52044)";"Non-metallic mineral products";"ETS";19460.00;;;;0.00;0.00;0.00;0.00
4163;"Marazzi  Group S.r.l. a Socio Unico";"Marazzi Group S.R.L. a socio unico - Sassuolo";"Via Regina Pacis 39 ";"41049";"Sassuolo";"Italy";"SRID=4326;POINT(10.785556 44.553468)";"Non-metallic mineral products";"ETS";53884.00;;;;0.00;0.00;0.00;0.00
4164;"SEVES S.p.A";"Seves S.p.A.";"Via Reginaldo Giuliani, 360 ";"50100";"FIRENZE";"Italy";"SRID=4326;POINT(11.231553 43.813227)";"Glass";"ETS";;;;;0.00;0.00;0.00;0.00
4165;"INDUSTRIA LATERIZI VOGHERESE S.p.A.";"INDUSTRIA LATERIZI VOGHERESE S.p.A.";"Via REGIONE MAGENTA Num. 1";"27050";"CASEI GEROLA";"Italy";"SRID=4326;POINT(8.934686 45.013916)";"Non-metallic mineral products";"ETS";14696.00;;;;0.00;0.00;0.00;0.00
4166;"WIENERBERGER SPA Unipersonale";"Stabilimento di Bubano";"via Ringhiera, 1 ";"40027";"Mordano";"Italy";"SRID=4326;POINT(11.779997 44.421714)";"Non-metallic mineral products";"ETS";39200.00;;;;0.00;0.00;0.00;0.00
4167;"COOPERATIVA CERAMICA D'IMOLA";"COOPERATIVA CERAMICA D'IMOLA SC - STABILIMENTO 3";"VIA RIPALIMOSANI 1 ";"40021";"BORGO TOSSIGNANO (BO)";"Italy";"SRID=4326;POINT(11.596033 44.281941)";"Non-metallic mineral products";"ETS";47089.00;;;;0.00;0.00;0.00;0.00
4168;"CARTIERA GIACOSA S.P.A.";"CARTIERA GIACOSA S.P.A.";"VIA RIVERA 2 ";"10070";"FRONT CANAVESE (TO)";"Italy";;"Paper and printing";"ETS";12816.00;;31698.17;48.42;4.84;0.00;0.00;4.84
4169;"SAINT GOBAIN VETRI SPA";"Saint-Gobain Vetri, stabilimento di Villa Poma";"Via Roma Nord, 107 ";"46020";"VILLA POMA";"Italy";"SRID=4326;POINT(11.114498 45.002377)";"Glass";"ETS";51442.00;;93615.86;150.30;0.00;30.06;0.00;30.06
4170;"Cham Paper Group Italia SpA";"Stabilimento di Condino";"Via Roma, 153 ";"38083";"CONDINO";"Italy";"SRID=4326;POINT(10.593613 45.881624)";"Paper and printing";"ETS";3398.00;;8404.36;12.84;1.28;0.00;0.00;1.28
4171;"GEVER S.p.A.";"VERZUOLO";"VIA ROMA, 26 ";"12039";"VERZUOLO";"Italy";"SRID=4326;POINT(7.485546 44.598552)";"Paper and printing";"ETS";345587.00;;;;0.00;0.00;0.00;0.00
4172;"Burgo Group S.p.A.";"Burgo Group S.p.A. Stabilimento di Verzuolo";"Via Roma, 26 ";"12039";"VERZUOLO";"Italy";"SRID=4326;POINT(7.485546 44.598552)";"Paper and printing";"ETS";20293.00;;;76.68;0.00;0.00;0.00;0.00
4173;"Cham Paper Group Italia SpA";"Stabilimento di Carmignano di Brenta";"Via Roma, 67 ";"35010";"CARMIGNANO DI BRENTA";"Italy";"SRID=4326;POINT(11.707226 45.630104)";"Paper and printing";"ETS";58336.00;;144284.08;220.43;22.04;0.00;0.00;22.04
4174;"WIENERBERGER SPA Unipersonale";"Stabilimento di Gattinara";"via Rovasenda, 79 ";"13045";"Gattinara";"Italy";"SRID=4326;POINT(8.343388 45.588245)";"Non-metallic mineral products";"ETS";7488.00;;;;0.00;0.00;0.00;0.00
4175;"ACCIAIERIE VENETE S.p.A.";"ACCIAIERIE VENETE SPA - STABILIMENTO VIA PELLICO";"VIA S. PELLICO, 7/11 ";"35129";"PADOVA";"Italy";"SRID=4326;POINT(11.873446 45.407717)";"Iron and steel";"ETS";19948.00;;50710.82;;0.00;0.00;0.00;0.00
4176;"FOSCHETTI PAOLO SpA.";"PRODUZIONE CALCE VIVA";"Via S.Orsola, 45-49 ";"25100";"BRESCIA";"Italy";"SRID=4326;POINT(10.22049 45.539939)";"Cement";"ETS";;;;;0.00;0.00;0.00;0.00
4177;"Ceramiche CCV Castelvetro S.p.A.";"Ceramiche CCV Castelvetro S.p.A. stabilimento di S";"Via S.S. 569 n° 173 ";"41014";"Solignano di Castelvetro di Modena (MO)";"Italy";;"Non-metallic mineral products";"ETS";36710.00;;;;0.00;0.00;0.00;0.00
4178;"Meta S.p.A.";"Meta S.p.A.";"Via Sacco e Vanzetti 48 ";"41042";"Fiorano Modenese (MO)";"Italy";"SRID=4326;POINT(10.8211 44.558853)";"Non-metallic mineral products";"ETS";22194.00;;;;0.00;0.00;0.00;0.00
4179;"ITALCALCE SRL";"ITALCALCE SRL";"VIA SALISANO, 1 ";"4019";"TERRACINA";"Italy";"SRID=4326;POINT(13.243517 41.287998)";"Cement";"ETS";32246.00;;75288.67;73.19;0.00;10.97;0.00;10.97
4180;"TRAFILERIE CARLO GNUTTI S.p.A.";"TRAFILERIE CARLO GNUTTI S.p.A.";"Via San Bernardino 23/A ";"25032";"CHIARI (BS)";"Italy";"SRID=4326;POINT(9.929293 45.539886)";"Non-ferrous metals";"ETS";19677.00;;;;0.00;0.00;0.00;0.00
4181;"Bormioli Rocco SpA";"Stabilimento di Trezzano (Milano)";"via San Cristoforo, 51 ";"20090";"TREZZANO SUL NAVIGLIO";"Italy";"SRID=4326;POINT(9.081505 45.414656)";"Glass";"ETS";45528.00;;82853.37;133.02;0.00;26.60;0.00;26.60
4182;"INDUSTRIA ITALIANA LATERIZI S.R.L.";"INDUSTRIA ITALIANA LATERIZI S.r.l.";"via San giovanni Num. 79";"46020";"San Giovanni del Dosso";"Italy";"SRID=4326;POINT(11.081574 44.966965)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4183;"Kimberly – Clark s.r.l.";"Stabilimento di Romagnano Sesia";"Via San Martino 16 ";"28078";"Romagnano Sesia (NO)";"Italy";"SRID=4326;POINT(8.401835 45.617992)";"Paper and printing";"ETS";72769.00;;179981.63;274.97;27.49;0.00;0.00;27.49
4184;"Eural Gnutti Spa";"Eural Gnutti Spa - Stabilimento di Rovato";"Via Sant'Andrea, 3 ";"25038";"Rovato";"Italy";"SRID=4326;POINT(9.99781 45.55277)";"Non-ferrous metals";"ETS";11967.00;;;;0.00;0.00;0.00;0.00
4185;"Fornace di Dosson S.p.A.";"Stabilimento Fornace di Dosson";"Via Santi, 77 ";"31030";"Dosson di Casier (TV)";"Italy";;"Non-metallic mineral products";"ETS";8552.00;;;;0.00;0.00;0.00;0.00
4186;"TRAVI E PROFILATI DI PALLANZENO SRL";"TRAVI E PROFILATI DI PALLANZENO SRL";"VIA SEMPIONE 7 ";"28884";"PALLANZENO (VB)";"Italy";"SRID=4326;POINT(8.260442 46.043092)";"Iron and steel";"ETS";24024.00;;61072.63;;0.00;0.00;0.00;0.00
4187;"RCR Cristalleria Italiana S.p.A.";"CALP SPA – Stabilimento di Colle di Val d’Elsa";"VIA SENESE, SNC ";"53034";"COLLE DI VAL D'ELSA";"Italy";"SRID=4326;POINT(11.126619 43.422684)";"Glass";"ETS";9821.00;;;;0.00;0.00;0.00;0.00
4188;"ONDULINE ITALIA S.P.A.";"ONDULINE ITALIA S.P.A.";"VIA SIBOLLA, 52/53 ";"55011";"ALTOPASCIO";"Italy";"SRID=4326;POINT(10.674396 43.815041)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4189;"A.Merati & C. Cartiera di Laveno Spa";"A.Merati & C.Cartiera di Laveno Spa";"Via Silvio Pellico, 5 ";"21014";"LAVENO MOMBELLO";"Italy";"SRID=4326;POINT(8.620233 45.900146)";"Paper and printing";"ETS";36806.00;;;;0.00;0.00;0.00;0.00
4190;"Industria Cartaria Fenili S.p.A.";"Industria Cartaria Fenili S.p.A.";"Via Sottomonte 2/4 ";"55060";"Capannori";"Italy";"SRID=4326;POINT(10.573525 43.842039)";"Paper and printing";"ETS";7190.00;;17783.23;27.16;2.71;0.00;0.00;2.71
4191;"Forgital Italy S.p.A.";"Forgital Italy S.p.A.";"Via Spezzapria n.1 ";"36010";"Velo d'Astico (VI) - frazione Seghe";"Italy";;"Iron and steel";"ETS";41505.00;;105511.97;;0.00;0.00;0.00;0.00
4192;"CERAMICA SANT'AGOSTINO SPA";"CERAMICA SANT'AGOSTINO S.P.A.";"VIA STATALE N° 247 ";"44047";"SANT'AGOSTINO (FE)";"Italy";"SRID=4326;POINT(11.388208 44.792274)";"Non-metallic mineral products";"ETS";21525.00;;;;0.00;0.00;0.00;0.00
4193;"ASFO S.p.A.";"ASFO S.p.A.";"Via Stradone del Dieci, 24 ";"45030";"VILLAMARZANA (ROVIGO)";"Italy";"SRID=4326;POINT(11.682129 45.017548)";"Iron and steel";"ETS";12818.00;;32585.28;;0.00;0.00;0.00;0.00
4194;"COEM SPA";"COEM S.P.A. - Stabilimento di Roteglia frazione d";"VIA STRADONE SECCHIA, 32 ";"42010";"ROTEGLIA DI CASTELLARANO (RE)";"Italy";;"Non-metallic mineral products";"ETS";25237.00;;;;0.00;0.00;0.00;0.00
4195;"Viscolube srl";"Viscolube Srl Stabilimento Pieve Fissiraga";"Via Tavernelle 19 ";"26854";"Pieve Fissiraga (Lo)";"Italy";"SRID=4326;POINT(9.458542 45.268071)";"Chemical industry";"ETS";52424.00;;;;0.00;0.00;0.00;0.00
4196;"O-I Manufacturing Italy S.p.A.";"STABILIMENTO DI SAN GEMINI (TR)";"VIA TIBERINA, 7 ";"5029";"San Gemini (TERNI)";"Italy";"SRID=4326;POINT(12.553303 42.631088)";"Glass";"ETS";24248.00;;44127.31;70.84;0.00;14.16;0.00;14.16
4197;"Cartiera del Chiese S.p.A.";"Centrale di Cogenerazione Cartiera del Chiese";"Via Tito Speri 61 ";"25018";"MONTICHIARI";"Italy";"SRID=4326;POINT(10.380898 45.40319)";"Paper and printing";"ETS";27745.00;;68622.49;104.83;10.48;0.00;0.00;10.48
4198;"FEDRIGONI S.p.A.";"Stabilimento di Verona";"via Tombetta, 7 ";"37100";"VERONA";"Italy";"SRID=4326;POINT(10.992412 45.438496)";"Paper and printing";"ETS";51262.00;;126787.75;193.70;19.37;0.00;0.00;19.37
4199;"GATTELLI SPA";"Fornace Laterizi";"via Torre 2 ";"48026";"Russi";"Italy";"SRID=4326;POINT(12.068043 44.367642)";"Non-metallic mineral products";"ETS";17434.00;;;;0.00;0.00;0.00;0.00
4200;"SICHENIA GRUPPO CERAMICHE";"SICHENIA stabilimento di sassuolo";"via toscana 16 ";"41049";"sassuolo";"Italy";"SRID=4326;POINT(10.803412 44.565808)";"Non-metallic mineral products";"ETS";14443.00;;;;0.00;0.00;0.00;0.00
4201;"FONDERIA DI TORBOLE S.P.A.";"FONDERIA DI TORBOLE";"VIA TRAVAGLIATO 18 ";"25030";"TORBOLE CASAGLIA (BS)";"Italy";"SRID=4326;POINT(10.102465 45.50531)";"Iron and steel";"ETS";46650.00;;118591.33;;0.00;0.00;0.00;0.00
4202;"Bartoli S.p.A.";"F.LLI BARTOLI S.p.A.";"Via Traversa di Parezzana , 16 ";"55061";"CAPANNORI";"Italy";"SRID=4326;POINT(10.549838 43.81963)";"Paper and printing";"ETS";4639.00;;;;0.00;0.00;0.00;0.00
4203;"Gruppo Ceramiche Ricchetti spa";"STABILIMENTO 7";"VIA TREBBO 109 ";"41053";"MARANELLO";"Italy";"SRID=4326;POINT(10.869555 44.536279)";"Non-metallic mineral products";"ETS";19824.00;;;;0.00;0.00;0.00;0.00
4204;"Gruppo Ceramiche Ricchetti spa";"STABILIMENTO 3";"VIA TREBBO 119 ";"41053";"MARANELLO";"Italy";"SRID=4326;POINT(10.869555 44.536279)";"Non-metallic mineral products";"ETS";9899.00;;;;0.00;0.00;0.00;0.00
4205;"CARTIERA DI NAVE SPA";"CARTIERA DI NAVE SPA";"VIA TRENTO 86 ";"25075";"NAVE (BRESCIA)";"Italy";"SRID=4326;POINT(10.291339 45.58638)";"Paper and printing";"ETS";;;;;0.00;0.00;0.00;0.00
4206;"FORNACIDELSILE";"FORNACIDELSILE";"VIA TREPONTI,63 ";"31056";"RONCADE(TV)";"Italy";"SRID=4326;POINT(12.353815 45.594062)";"Non-metallic mineral products";"ETS";2756.00;;;;0.00;0.00;0.00;0.00
4207;"Ideal lStandard Industriale S.r.l.";"Ideal Standard Industriale S.r.l.";"Via Treviso 27 ";"33080";"Zoppola";"Italy";"SRID=4326;POINT(12.780182 45.951993)";"Non-metallic mineral products";"ETS";3301.00;;;;0.00;0.00;0.00;0.00
4208;"Teksid Aluminum";"TEKSID ALUMINUM S.R.L.";"Via Umberto II ";"10022";"Carmagnola";"Italy";"SRID=4326;POINT(7.748144 44.855841)";"Non-ferrous metals";"ETS";31647.00;;;;0.00;0.00;0.00;0.00
4209;"So.la.va. S.p.A.";"So.la.va. S.p.A.";"Via Urbinese 45/F ";"52026";"PIAN DI SCO (AR)";"Italy";"SRID=4326;POINT(11.546676 43.643435)";"Non-metallic mineral products";"ETS";;;;;0.00;0.00;0.00;0.00
4210;"Fincibec Spa";"Fincibec Spa - Stabilmento MONOCIBEC di Sassuolo";"via Valle d'Aosta ";"41049";"Sassuolo";"Italy";"SRID=4326;POINT(10.782902 44.540977)";"Non-metallic mineral products";"ETS";25618.00;;;;0.00;0.00;0.00;0.00
4211;"GRANITIFIANDRE SPA";"GRANITIFIANDRE SASSUOLO";"VIA VALLE D'AOSTA 37 ";"41049";"SASSUOLO";"Italy";"SRID=4326;POINT(10.782902 44.540977)";"Non-metallic mineral products";"ETS";42678.00;;;;0.00;0.00;0.00;0.00
4212;"CARTIERA DI MOMO S.p.A.";"CARTIERA DI MOMO";"Via Valsesia, 22 ";"28015";"MOMO";"Italy";"SRID=4326;POINT(8.546106 45.570766)";"Paper and printing";"ETS";17199.00;;;;0.00;0.00;0.00;0.00
