"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
684;"SANGALLI VETRO MANFREDONIA S.P.A.";"SANGALLI VETRO MANFREDONIA S.P.A.";"S.S. 89 km 162,250 Loc. “Chiusa del Barone” – Fraz. Macchia SNC";"71030";"MONTE SANT'ANGELO";"Italy";"SRID=4326;POINT(15.9388 41.650728)";"Glass";"ETS/EPRTR";106027.00;;217074.34;658.45;0.00;0.00;131.69;131.69
685;"UNICALCE S.P.A.";"UNICALCE SPA - Stabilimento di LECCO";"VIA Alle Fornaci 11";"23900";"LECCO";"Italy";"SRID=4326;POINT(9.418611 45.839167)";"Cement";"ETS/EPRTR";202193.00;202000.00;472084.67;458.97;0.00;68.84;0.00;68.84
686;"UNICALCE S.P.A.";"UNICALCE SPA - Stabilimento di BREMBILLA";"VIA PONTI 18";"24012";"BREMBILLA";"Italy";"SRID=4326;POINT(9.626111 45.788611)";"Cement";"ETS/EPRTR";258020.00;258000.00;602430.78;585.69;0.00;87.85;0.00;87.85
687;"FASSA SPA";"Unità Produttiva Fassa di Montichiari";"Leonino da Zara 60";"25018";"Monitchiari (BS)";"Italy";"SRID=4326;POINT(10.331592 45.459436)";"Cement";"ETS/EPRTR";189266.00;189000.00;;;0.00;0.00;0.00;0.00
688;"Orion Engineered Carbons GmbH";"Orion Engineered Carbons S.r.l.";"Via Baiona 170";"48123";"Ravenna";"Italy";"SRID=4326;POINT(12.233333 44.433333)";"Chemical industry";"ETS/EPRTR";151388.00;151000.00;;;0.00;0.00;0.00;0.00
689;"Birla Carbon";"Columbian Carbon Europa Srl";"Via San Cassiano 140";"28069";"TRECATE";"Italy";"SRID=4326;POINT(8.741664 45.433386)";"Chemical industry";"ETS/EPRTR";104188.00;104000.00;;;0.00;0.00;0.00;0.00
690;"SANGALLI VETRO PORTO NOGARO S.p.A.";"SANGALLI VETRO PORTO NOGARO S.p.A.";"JACOPO LINUSSIO 2";"33058";"SAN GIORGIO DI NOGARO (UD)";"Italy";"SRID=4326;POINT(13.21782 45.811328)";"Glass";"ETS/EPRTR";111044.00;111000.00;227345.90;689.61;0.00;0.00;137.92;137.92
691;"YARA";"YARA Italia S.p.A. - Stabilimento di Ravenna";"Via Baiona 107";"48123";"Ravenna (RA)";"Italy";"SRID=4326;POINT(12.238056 44.446111)";"Chemical industry";"ETS/EPRTR";62397.00;50362.00;;;0.00;0.00;0.00;0.00
692;"RADICI CHIMICA S.P.A.";"RADICI CHIMICA SPA";"VIA G. FAUSER 50";"28100";"Novara";"Italy";"SRID=4326;POINT(8.642083 45.459639)";"Chemical industry";"ETS/EPRTR";89699.00;61984.00;;;0.00;0.00;0.00;0.00
693;"COOPERATIVA CERAMICA D’IMOLA S.c.r.l.";"Stabilimento 2";"VIA Correcchio 32";"40026";"IMOLA";"Italy";"SRID=4326;POINT(11.711111 44.380556)";"Non-metallic mineral products";"ETS/EPRTR";60540.00;;;;0.00;0.00;0.00;0.00
694;"Air Liquide Italia Produzione s.r.l.";"Air Liquide Italia Produzione - Impianto Produzione Idrogeno Melilli";"strada statale 114 Litoranea Priolese c/o Impianti Isab Nord Portineria CR SNC";"96010";"Melilli";"Italy";"SRID=4326;POINT(15.2 37.2)";"Chemical industry";"ETS/EPRTR";167907.00;168000.00;;;0.00;0.00;0.00;0.00
695;"ALCOA TRASFORMAZIONI S.R.L.";"Alcoa Trasformazioni s.r.l. stabilimento di Fusina (VE)";"dell'Elettronica 31/33";"30176";"Malcontenta Loc. Fusina (VE)";"Italy";"SRID=4326;POINT(12.240556 45.416667)";"Non-ferrous metals";"ETS/EPRTR";23870.00;;;;0.00;0.00;0.00;0.00
696;"ALCOA TRASFORMAZIONI S.R.L.";"Alcoa Trasformazioni S.r.l - Stabilimento di Portovesme";"ZIN Portovesme SNC";"9010";"Portoscuso (CI)";"Italy";"SRID=4326;POINT(8.397467 39.196208)";"Non-ferrous metals";"ETS/EPRTR";8.00;;;;0.00;0.00;0.00;0.00
697;"Linde Gas Italia Srl";"Linde Gas Italia Srl - Sito di Milazzo";"Contrada Mangiavacca SNC";"98057";"MILAZZO";"Italy";"SRID=4326;POINT(15.266667 38.2)";"Chemical industry";"ETS/EPRTR";392596.00;313000.00;;;0.00;0.00;0.00;0.00
698;"SOLVAY SPECIALTY POLYMERS ITALY S.P.A.";"Solvay Specialty Polymers Italy S.p.A. - Stabilimento di Spinetta Marengo";"P.LE DONEGANI 5/6";"15122";"SPINETTA MARENGO (AL)";"Italy";"SRID=4326;POINT(8.669722 44.885556)";"Chemical industry";"ETS/EPRTR";17168.00;;;;0.00;0.00;0.00;0.00
699;"Arkema Srl - Socio Unico";"Arkema Srl - Socio Unico, Stabilimento di Porto Marghera VENEZIA";"via della Chimica 5";"30176";"Porto Marghera";"Italy";"SRID=4326;POINT(12.2175 45.4525)";"Chemical industry";"ETS/EPRTR";2214.00;;;;0.00;0.00;0.00;0.00
700;"Polynt S.p.A";"Polynt SpA  - Stabilimento di RAVENNA";"VIA Baiona 192";"48123";"Ravenna";"Italy";"SRID=4326;POINT(12.2375 44.433333)";"Chemical industry";"ETS/EPRTR";140906.00;141000.00;;;0.00;0.00;0.00;0.00
701;"PORTOVESME SRL";"Stabilimento di Portovesme";"S P Carbonia-Portoscuso km 16.5 SNC";"9010";"Portoscuso (CI)";"Italy";"SRID=4326;POINT(8.419722 39.214722)";"Non-ferrous metals";"ETS/EPRTR";249031.00;249000.00;;;0.00;0.00;0.00;0.00
702;"Sapio Produzione Idrogeno Ossigeno s.r.l.";"Sapio Unità locale di Mantova";"Nuova Strada Ostigliese 14/16";"46100";"Mantova";"Italy";"SRID=4326;POINT(10.854444 45.138056)";"Chemical industry";"ETS/EPRTR";11537.00;;;;0.00;0.00;0.00;0.00
703;"Akcinė bendrovė ""Akmenės cementas""";"AB ""Akmenės cementas""";"J. Dalinkevičiaus gatvė 2";;"Naujoji Akmene";"Lithuania";"SRID=4326;POINT(22.914165 56.312821)";"Cement";"ETS/EPRTR";806637.00;807000.00;1080000.00;1650.00;0.00;247.50;0.00;247.50
704;"Akcinė bendrovė ""ORLEN Lietuva""";"Akcinė bendrovė ""ORLEN Lietuva""";"N/A";;"Juodeikiai  Mazeikiu r.";"Lithuania";"SRID=4326;POINT(22.914165 56.312821)";"Refineries";"ETS/EPRTR";1631285.00;1630000.00;;;0.00;0.00;0.00;0.00
705;"Guardian";"Guardian Luxguard I";"Rue Bommel 8";"4940";"Bascharage";"Luxembourg";"SRID=4326;POINT(5.93644 49.56444)";"Glass";"ETS/EPRTR";110480.00;112000.00;219454.88;665.67;0.00;0.00;133.13;133.13
706;"Guardian Industries";"Guardian Luxguard II";"Zone Industrielle Wolser -";"3452";"Dudelange";"Luxembourg";"SRID=4326;POINT(6.078779 49.50467)";"Glass";"ETS/EPRTR";110022.00;110000.00;218545.11;662.92;0.00;0.00;132.58;132.58
707;"Cimalux";"Cimalux";"Langengrund -";"3701";"Esch/Alzette";"Luxembourg";"SRID=4326;POINT(6.012933254 49.45300566)";"Cement";"ETS/EPRTR";585892.00;586000.00;900000.00;875.00;0.00;131.25;0.00;131.25
708;"'LIEPĀJAS METALURGS' AS";"'LIEPĀJAS METALURGS' AS";"Brīvības iela 93";;"Liep?ja";"Latvia";"SRID=4326;POINT(21.027765 56.524362)";"Iron and steel";"ETS/EPRTR";683.00;;;;0.00;0.00;0.00;0.00
709;"CEMEX SIA";"CEMEX SIA, Brocēnu cementa rūpnīca";"Latvijas Republika, Brocēnu nov., Brocēni Meiri 1";;"Broceni";"Latvia";"SRID=4326;POINT(22.571391 56.701943)";"Cement";"ETS/EPRTR";802062.00;802000.00;1318347.97;1647.93;0.00;247.19;0.00;247.19
710;"Crown van Gelder N.V.";"Crown van Gelder N.V.";"Eendrachtsstraat";;"VELSEN-NOORD";"Netherland";"SRID=4326;POINT(4.63641 52.467)";"Paper and printing";"ETS/EPRTR";145924.00;146000.00;364340.81;556.63;55.66;0.00;0.00;55.66
711;"Smurfit Kappa Roermond Papier B.V.";"Smurfit Kappa Roermond Papier BV";"Mijnheerkensweg";;"ROERMOND";"Netherland";"SRID=4326;POINT(6.00251 51.20616)";"Paper and printing";"ETS/EPRTR";161698.00;159000.00;403725.09;616.80;61.68;0.00;0.00;61.68
712;"Parenco B.V.";"Parenco B.V.";"Veerweg";;"RENKUM";"Netherland";"SRID=4326;POINT(5.72846 51.96997)";"Paper and printing";"ETS/EPRTR";34030.00;173000.00;84965.58;129.80;12.98;0.00;0.00;12.98
713;"Sappi Maastricht B.V.";"Sappi Maastricht BV";"Biesenweg";;"MAASTRICHT";"Netherland";"SRID=4326;POINT(5.69424 50.85772)";"Paper and printing";"ETS/EPRTR";147627.00;148000.00;368592.83;563.12;56.31;0.00;0.00;56.31
714;"DS Smith Packaging Netherlands BV";"DS Smith Paper De Hoop Mill";"Harderwijkerweg";;"EERBEEK";"Netherland";"SRID=4326;POINT(6.05477 52.09756)";"Paper and printing";"ETS/EPRTR";213682.00;214000.00;533517.95;815.09;81.50;0.00;0.00;81.50
715;"Esso Nederland BV";"Esso Nederland BV (Raffinaderij Rotterdam)";"Botlekweg";;"BOTLEK-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.29626 51.87221)";"Refineries";"ETS/EPRTR";2236010.00;2240000.00;;;0.00;0.00;0.00;0.00
716;"Gunvor Petroleum Rotterdam B.V. (GPR)";"Gunvor Petroleum Rotterdam B.V. (GPR)";"Moezelweg";;"EUROPOORT-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.16573 51.93494)";"Refineries";"ETS/EPRTR";537602.00;538000.00;;;0.00;0.00;0.00;0.00
717;"Netherlands Refining Company (NEREFCO) Europoort site";"BP Rotterdam Refinery";"d'Arcyweg";;"EUROPOORT-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.1078 51.94499)";"Refineries";"ETS/EPRTR";2313661.00;2310000.00;;;0.00;0.00;0.00;0.00
718;"Shell Nederland Raffinaderij B.V.";"Shell Nederland Raffinaderij BV";"Vondelingenweg";;"HOOGVLIET-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.33533 51.88013)";"Refineries";"ETS/EPRTR";4225226.00;4246479.40;;;0.00;0.00;0.00;0.00
719;"Zeeland Refinery N.V.";"Zeeland Refinery N.V.";"Luxemburgweg";;"NIEUWDORP ZLD";"Netherland";"SRID=4326;POINT(3.72704 51.44562)";"Refineries";"ETS/EPRTR";1326768.00;1330000.00;;;0.00;0.00;0.00;0.00
720;"Koch Industries Inc.";"Koch HC Partnership BV";"Neckarweg";;"EUROPOORT-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.21727 51.91026)";"Refineries";"ETS/EPRTR";72936.00;;;;0.00;0.00;0.00;0.00
721;"DSM Special Products Rotterdam B.V.";"DSM Special Products Rotterdam BV";"Montrealweg 15";;"BOTLEK-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.26093 51.88713)";"Chemical industry";"ETS/EPRTR";81673.00;;;;0.00;0.00;0.00;0.00
722;"Du Pont de Nemours (Ned.) B.V.";"Du Pont de Nemours (Ned.) BV";"Baanhoekweg";;"DORDRECHT";"Netherland";"SRID=4326;POINT(4.7273 51.81815)";"Chemical industry";"ETS/EPRTR";141014.00;141000.00;;;0.00;0.00;0.00;0.00
723;"YARA Sluiskil BV";"YARA Sluiskil BV";"Industrieweg";;"SLUISKIL";"Netherland";"SRID=4326;POINT(3.85006 51.27764)";"Chemical industry";"ETS/EPRTR";3413240.00;3642440.00;;;0.00;0.00;0.00;0.00
724;"O-I Manufacturing Netherlands BV (Leerdam)";"O-I Manufacturing Netherlands BV (Leerdam)";"Lingedijk";;"LEERDAM";"Netherland";"SRID=4326;POINT(5.08588 51.88821)";"Glass";"ETS/EPRTR";113733.00;114000.00;204460.09;328.27;0.00;65.65;0.00;65.65
725;"O-I MAnufactering Netherlands B.V.";"O-I Manufacturing Netherlands BV (Maastricht)";"NIEUWEWEG 25";;"MAASTRICHT";"Netherland";"SRID=4326;POINT(5.7051 50.85943)";"Glass";"ETS/EPRTR";88049.00;;158287.45;254.13;0.00;50.82;0.00;50.82
726;"AGC Flatglass Nederland BV";"AGC Flatglass Nederland BV";"Panovenweg";;"TIEL";"Netherland";"SRID=4326;POINT(5.44407 51.91135)";"Glass";"ETS/EPRTR";277.00;;;1.58;0.00;0.00;0.00;0.00
727;"Rockwool B.V.";"Rockwool B.V.";"Industrieweg";;"ROERMOND";"Netherland";"SRID=4326;POINT(6.04371 51.17061)";"Non-metallic mineral products";"ETS/EPRTR";125766.00;143373.40;;;0.00;0.00;0.00;0.00
728;"ENCI BV (Maastricht)";"ENCI BV (Maastricht)";"Lage Kanaaldijk";;"MAASTRICHT";"Netherland";"SRID=4326;POINT(5.6891 50.81815)";"Cement";"ETS/EPRTR";443696.00;444000.00;990000.00;962.50;0.00;144.37;0.00;144.37
729;"Tata Steel Group";"Tata Steel IJmuiden BV";"Wenckebachstraat";;"VELSEN-NOORD (GEM.VELSEN)";"Netherland";"SRID=4326;POINT(4.59217 52.47656)";"Iron and steel";"ETS/EPRTR";5930690.00;5930000.00;55457497.24;;0.00;0.00;0.00;0.00
730;"Indorama Ventures";"Indorama Holdings Rotterdam BV";"Markweg";;"EUROPOORT-ROTTERDAM";"Netherland";"SRID=4326;POINT(4.098 51.96093)";"Chemical industry";"ETS/EPRTR";132167.00;125000.00;;;0.00;0.00;0.00;0.00
731;"Cabot B.V.";"Cabot BV";"Botlekstraat";;"ROZENBURG";"Netherland";"SRID=4326;POINT(4.26431 51.89141)";"Chemical industry";"ETS/EPRTR";222218.00;222000.00;;;0.00;0.00;0.00;0.00
732;"DOW Benelux B.V.";"Dow Benelux BV (Hoek)";"Herbert H. Dowweg";;"HOEK";"Netherland";"SRID=4326;POINT(3.78247 51.34225)";"Chemical industry";"ETS/EPRTR";2769886.00;2770000.00;;;0.00;0.00;0.00;0.00
733;"ExxonMobil Chemical Holland BV";"ExxonMobil Chemical Holland BV (RAP)";"Botlekweg";;"Botlek Rotterdam";"Netherland";"SRID=4326;POINT(4.29532 51.87332)";"Chemical industry";"ETS/EPRTR";390109.00;390000.00;;;0.00;0.00;0.00;0.00
734;"Bio Methanol Chemie Nederland BV";"Bio Methanol Chemie Nederland (BioMCN)";"Oosterhorn";;"Farmsum";"Netherland";"SRID=4326;POINT(6.96243 53.31375)";"Chemical industry";"ETS/EPRTR";297703.00;295000.00;;;0.00;0.00;0.00;0.00
735;"Basell Benelux B.V.";"Basell Benelux BV";"CHEMIEWEG 3";;"Zevenbergen";"Netherland";"SRID=4326;POINT(4.57441 51.66881)";"Chemical industry";"ETS/EPRTR";18529.00;;;;0.00;0.00;0.00;0.00
736;"Shin-Etsu PVC B.V.";"Shin-Etsu PVC BV (VCM Botlek)";"Welplaatweg";;"Botlek-Rotterdam";"Netherland";"SRID=4326;POINT(4.27797 51.87111)";"Chemical industry";"ETS/EPRTR";97346.00;105000.00;;;0.00;0.00;0.00;0.00
737;"Lyondell Bayer Maasvlakte Manufacturing VOF";"Lyondell Bayer Maasvlakte Manufacturing VOF";"Australiëweg 7";;"Maasvlakte Rotterdam";"Netherland";"SRID=4326;POINT(4.01619 51.96942)";"Chemical industry";"ETS/EPRTR";11749.00;;;;0.00;0.00;0.00;0.00
738;"Lyondell Chemical Nederland Ltd.";"Lyondell Chemical Nederland Ltd.";"Theemsweg";;"Botlek Rotterdam";"Netherland";"SRID=4326;POINT(4.25287 51.88203)";"Chemical industry";"ETS/EPRTR";116903.00;117000.00;;;0.00;0.00;0.00;0.00
739;"BaseMet BV";"Zeeland Aluminium Company NV (Zalco)";"Frankrijkweg";;"Ritthem";"Netherland";"SRID=4326;POINT(3.70298 51.4587)";"Non-ferrous metals";"ETS/EPRTR";39721.00;;;;0.00;0.00;0.00;0.00
740;"Aluminium Delfzijl B.V.";"Aluminium Delfzijl BV";"Oosterhorn";;;"Netherland";"SRID=4326;POINT(6.97859 53.31256)";"Non-ferrous metals";"ETS/EPRTR";3756.00;;;;0.00;0.00;0.00;0.00
741;"BORREGAARD AS AVD SPESIALCELLULOSE";"Borregaard AS, avd. spesialcellulose";"Hjalmar Wessels vei 6";"1721";"Sarpsborg";"Norway";"SRID=4326;POINT(11.1162872 59.2729225)";"Paper and printing";"ETS/EPRTR";129371.00;92600.00;;;0.00;0.00;0.00;0.00
742;"CELSA ARMERINGSSTÅL AS";"Celsa Armeringsstål AS";"Halvor Heyerdahls vei 33";"8626";"Mo i Rana";"Norway";"SRID=4326;POINT(14.1576023 66.31329)";"Iron and steel";"ETS/EPRTR";100149.00;101000.00;680000.00;217.31;0.00;65.19;39.11;104.31
743;"NORCEM AS SEMENTFABRIKK DALEN";"Norcem Brevik";"Setrevegen 2";"3950";"Brevik";"Norway";"SRID=4326;POINT(9.68933 59.06192)";"Cement";"ETS/EPRTR";778029.00;778000.00;1229247.12;1195.10;0.00;179.26;0.00;179.26
744;"NORCEM AS SEMENTFABRIKK KJØPSVIK";"Norcem Kjøpsvik";"Behrens vei 15";"8590";"Kjøpsvik";"Norway";"SRID=4326;POINT(16.3739433 68.09417)";"Cement";"ETS/EPRTR";313301.00;313000.00;495000.00;481.25;0.00;72.18;0.00;72.18
745;"NORFRAKALK AS";"NorFraKalk";"Kometvegen 1";"7652";"Verdal";"Norway";"SRID=4326;POINT(11.444128 63.7843475)";"Cement";"ETS/EPRTR";190175.00;190000.00;;;0.00;0.00;0.00;0.00
746;"NORSKE SKOG SAUGBRUGS AS";"Norske Skog Saugbrugs";"Tistedalsgata 9-11";"1772";"Halden";"Norway";"SRID=4326;POINT(11.402339 59.12504)";"Paper and printing";"ETS/EPRTR";1092.00;1090.00;;65.90;0.00;0.00;0.00;0.00
747;"NORSKE SKOG SKOGN AS";"Norske Skog Skogn";"Sjøvegen 108";"7620";"Skogn";"Norway";"SRID=4326;POINT(11.158329 63.711853)";"Paper and printing";"ETS/EPRTR";9422.00;9400.00;372216.93;568.66;56.86;0.00;0.00;56.86
748;"PETERSON PAPER MOSS AS FABRIKK MOSS";"PETERSON LINERBOARD AS, Moss";"VERKET 22";"1534";"Moss";"Norway";"SRID=4326;POINT(10.6677647 59.44151)";"Paper and printing";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
749;"YARA NORGE AS GLOMFJORD FABRIKKER";"Yara Norge, Yara Glomfjord";"Ørnesveien 3";"8160";"Glomfjord";"Norway";"SRID=4326;POINT(13.9804544 66.80985)";"Chemical industry";"ETS/EPRTR";49446.00;52448.00;;;0.00;0.00;0.00;0.00
750;"YARA NORGE AS AVD PORSGRUNN";"Yara Norge, Yara Porsgrunn";"Hydrovegen 55";"3936";"Porsgrunn";"Norway";"SRID=4326;POINT(9.621395 59.1204567)";"Chemical industry";"ETS/EPRTR";929869.00;854860.00;;;0.00;0.00;0.00;0.00
751;"FINNFJORD AS";"Finnfjord";"Ferroveien 1";"9308";"Finnsnes";"Norway";"SRID=4326;POINT(18.0821819 69.2225952)";"Iron and steel";"ETS/EPRTR";314398.00;314000.00;799247.13;;0.00;0.00;0.00;0.00
752;"ERAMET NORWAY AS AVD PORSGRUNN";"ERAMET NORWAY AS, Porsgrunn";"Rolighetsvegen 11";"3933";"Porsgrunn";"Norway";"SRID=4326;POINT(9.623832 59.1272)";"Iron and steel";"ETS/EPRTR";118032.00;124000.00;300055.14;;0.00;0.00;0.00;0.00
753;"ERAMET NORWAY AS AVD SAUDA";"ERAMET NORWAY AS, Sauda";"Birkelandsvegen 1";"4200";"SAUDA";"Norway";"SRID=4326;POINT(6.360833 59.646965)";"Iron and steel";"ETS/EPRTR";319450.00;321000.00;812090.08;;0.00;0.00;0.00;0.00
754;"ERAMET NORWAY AS AVD KVINESDAL";"Eramet Norway Kvinesdal";"Øyesletta 61";"4484";"Øyestranda";"Norway";"SRID=4326;POINT(6.891349 58.2768364)";"Iron and steel";"ETS/EPRTR";214152.00;214000.00;544406.68;;0.00;0.00;0.00;0.00
755;"ALCOA NORWAY ANS AVD LISTA";"Alcoa aluminium, Lista";"Lundevågen";"4550";"Farsund";"Norway";"SRID=4326;POINT(6.783232 58.07307)";"Non-ferrous metals";"ETS/EPRTR";180130.00;182832.91;;;0.00;0.00;0.00;0.00
756;"ALCOA NORWAY ANS AVD MOSJØEN PROD ALUMINIUM";"Alcoa Mosjøen";"Havnegata 40";"8663";"Mosjøen";"Norway";"SRID=4326;POINT(13.1902637 65.8471146)";"Non-ferrous metals";"ETS/EPRTR";368609.00;372853.48;;;0.00;0.00;0.00;0.00
757;"ELKEM AS AVD BJØLVEFOSSEN";"Elkem Bjølvefossen";"Ålvikvegen 1055";"5614";"Alvik";"Norway";"SRID=4326;POINT(6.430421 60.43092)";"Iron and steel";"ETS/EPRTR";162661.00;151000.00;413508.79;;0.00;0.00;0.00;0.00
758;"AS ROCKWOOL AVD MOSS";"Rockwool, Moss";"Værlegata 56";"1531";"Moss";"Norway";"SRID=4326;POINT(10.6605949 59.42707)";"Non-metallic mineral products";"ETS/EPRTR";34663.00;;;;0.00;0.00;0.00;0.00
759;"HYDRO ALUMINIUM AS HØYANGER ALUMINIUMSVERK";"Hydro Aluminium, Høyanger";"Storgata 1";"6993";"Høyanger";"Norway";"SRID=4326;POINT(6.06832 61.21873)";"Non-ferrous metals";"ETS/EPRTR";105128.00;105757.07;;;0.00;0.00;0.00;0.00
760;"HYDRO ALUMINIUM AS KARMØY ALUMINIUMSVERK";"Hydro Aluminium, Karmøy";"Hydrovegen 160";"4265";"Håvik";"Norway";"SRID=4326;POINT(5.312593 59.3149071)";"Non-ferrous metals";"ETS/EPRTR";317467.00;358979.45;;;0.00;0.00;0.00;0.00
761;"HYDRO ALUMINIUM AS SUNNDAL ALUMINIUMSVERK";"Hydro Aluminium, Sunndal";"Romsdalsvegen 4";"6600";"Sunndalsøra";"Norway";"SRID=4326;POINT(8.553916 62.6805153)";"Non-ferrous metals";"ETS/EPRTR";585806.00;592683.82;;;0.00;0.00;0.00;0.00
762;"HYDRO ALUMINIUM AS ÅRDAL METALLVERK";"Hydro Aluminium, Årdal Metallverk";"Verksvegen 1";"6884";"Øvre Årdal";"Norway";"SRID=4326;POINT(7.82489 61.311573)";"Non-ferrous metals";"ETS/EPRTR";393000.00;514308.57;;;0.00;0.00;0.00;0.00
763;"SØR-NORGE ALUMINIUM AS";"Sør-Norge Aluminium";"Onarheimsvegen 54";"5460";"Husnes";"Norway";"SRID=4326;POINT(5.768265 59.86813)";"Non-ferrous metals";"ETS/EPRTR";147075.00;155830.34;;;0.00;0.00;0.00;0.00
764;"INEOS NORGE AS AVD RAFNES/ANDEL NORETYL";"Ineos Norge AS avd. Rafnes";"Herreveien 801";"3965";"Stathelle";"Norway";"SRID=4326;POINT(9.58691 59.10155)";"Chemical industry";"ETS/EPRTR";988.00;;;;0.00;0.00;0.00;0.00
765;"GLENCORE MANGANESE NORWAY AS";"Glencore Manganese Norway";"Mo industripark";"8601";"Mo i Rana";"Norway";"SRID=4326;POINT(14.1634941 66.31256)";"Iron and steel";"ETS/EPRTR";95955.00;;243932.08;;0.00;0.00;0.00;0.00
766;"TIZIR TITANIUM & IRON AS";"TiZir Titanium & Iron AS";"Naustbakken 1";"5770";"Tyssedal";"Norway";"SRID=4326;POINT(6.55428 60.1151352)";"Iron and steel";"ETS/EPRTR";264240.00;264000.00;671737.93;;0.00;0.00;0.00;0.00
767;;"Grupa LOTOS S.A. ";"Elbląska 135";;"Gdańsk";"Poland";"SRID=4326;POINT(18.732 54.345)";"Refineries";"ETS/EPRTR";1520299.00;1820000.00;;;0.00;0.00;0.00;0.00
768;;"Polski Koncern Naftowy ORLEN S.A.";"Chemików 7";;"Płock";"Poland";"SRID=4326;POINT(19.67325 52.586167)";"Refineries";"ETS/EPRTR";2281754.00;;;;0.00;0.00;0.00;0.00
769;;" Koksownia Radlin";"Hutnicza 1";;"RADLIN";"Poland";"SRID=4326;POINT(18.486857 50.037876)";"Iron and steel";"ETS/EPRTR";127809.00;128000.00;702911.45;265.06;0.00;0.00;14.90;14.90
770;"Arcelor Mittal Poland";"ArcelorMittal Poland S.A., Oddział w Krakowie";"Ujastek 1";;"Kraków";"Poland";"SRID=4326;POINT(20.092361 50.080333)";"Iron and steel";"ETS/EPRTR";1195347.00;2690000.00;23621745.20;2864.22;94.76;0.00;0.00;94.76
771;;"Wałbrzyskie Zakłady Koksownicze ""Victoria"" S.A";"Kosteckiego  9";;"Wałbrzych";"Poland";"SRID=4326;POINT(16.24114 50.755735)";"Iron and steel";"ETS/EPRTR";78187.00;;430005.22;162.15;0.00;0.00;9.12;9.12
772;;"ArcelorMittal Poland S.A. Oddział w Zdzieszowicach";"Powstańców Śląskich 1";;"Zdzieszowice";"Poland";"SRID=4326;POINT(18.142548 50.419128)";"Iron and steel";"ETS/EPRTR";973927.00;1260000.00;5356308.59;2019.81;0.00;0.00;113.61;113.61
773;;"CMC Poland Sp. z o. o.";"Piłsudskiego 82";;"ZAWIERCIE";"Poland";"SRID=4326;POINT(19.457222 50.494444)";"Iron and steel";"ETS/EPRTR";166187.00;167000.00;2609747.82;258.99;0.00;77.69;46.61;124.31
774;;"ArcelorMittal Poland S.A., Oddział w Dąbrowie Górniczej";"J. Piłsudskiego 92";;"Dąbrowa Górnicza";"Poland";"SRID=4326;POINT(19.281864 50.343379)";"Iron and steel";"ETS/EPRTR";4412114.00;4760000.00;70691111.35;7304.12;218.49;228.28;0.00;446.77
775;;"CEMEX Polska Sp. z o.o.,Zakład Cementownia Chełm";"Fabryczna 6";;"Chełm";"Poland";"SRID=4326;POINT(23.553889 51.138611)";"Cement";"ETS/EPRTR";997896.00;1220000.00;;;0.00;0.00;0.00;0.00
776;;"Dyckerhoff Polska Sp. z o.o.";"Zakładowa  3";;"Nowiny";"Poland";"SRID=4326;POINT(20.530143 50.807236)";"Cement";"ETS/EPRTR";629259.00;688000.00;1066146.49;1036.53;0.00;155.47;0.00;155.47
777;;"Cementownia ""Odra"" S.A.";"Budowlanych  9";;"Opole";"Poland";"SRID=4326;POINT(17.913222 50.679329)";"Cement";"ETS/EPRTR";334335.00;334000.00;;;0.00;0.00;0.00;0.00
778;"LAFARGE CEMENT S.A.";"LAFARGE CEMENT S.A., Cementownia ""Kujawy"" w Bielawach";;;"PIECHCIN";"Poland";"SRID=4326;POINT(17.506502 52.73621)";"Cement";"ETS/EPRTR";1080125.00;1190000.00;1830043.71;1779.20;0.00;266.88;0.00;266.88
779;;"Lafarge Cement S.A., Cementownia Małogoszcz";"Warszawska  110";;"MAŁOGOSZCZ";"Poland";"SRID=4326;POINT(20.273724 50.828385)";"Cement";"ETS/EPRTR";893478.00;1020000.00;1513809.79;1471.75;0.00;220.76;0.00;220.76
780;"Grupa Ożarów S.A.";"Zakłady Przemysłu Wapienniczego ""Trzuskawica"" S.A. ";;;"Nowiny";"Poland";"SRID=4326;POINT(20.562687 50.806308)";"Cement";"ETS/EPRTR";506166.00;506000.00;;;0.00;0.00;0.00;0.00
781;"O-I Europe";"O-I Produkcja Polska S.A.";"Morawska  1";;"Jarosław";"Poland";"SRID=4326;POINT(22.709862 50.002352)";"Glass";"ETS/EPRTR";159387.00;159000.00;293120.60;470.62;0.00;94.12;0.00;94.12
782;;"PILKINGTON POLSKA Sp. z o.o.";"Portowa  24";;"Sandomierz";"Poland";"SRID=4326;POINT(21.75 50.666667)";"Glass";"ETS/EPRTR";99530.00;;199937.70;606.47;0.00;0.00;121.29;121.29
